date,price,indicator,long,short,signal,position,base,pnl,pnl_dollars,cum_pnl_dollars,balance
2018-02-07 16:22:00,6684.75,7.410809016469358,1,0,1.0,6684.75,6683.5,1.25,25.0,-530.0,14470.0
2018-02-07 16:31:00,6666.0,7.4812696682019375,1,0,1.0,6666.0,6684.75,-18.75,-375.0,-905.0,14095.0
2018-02-07 16:41:00,6656.0,7.639178809399449,1,0,1.0,6656.0,6666.0,-10.0,-200.0,-1105.0,13895.0
2018-02-07 16:51:00,6665.75,7.971057850944757,1,0,1.0,6665.75,6656.0,9.75,195.0,-910.0,14090.0
2018-02-07 17:02:00,6685.0,8.28804577777011,1,0,1.0,6685.0,6665.75,19.25,385.0,-525.0,14475.0
2018-02-07 17:12:00,6698.25,8.592926814526516,1,0,1.0,6698.25,6685.0,13.25,265.0,-260.0,14740.0
2018-02-07 17:23:00,6710.75,8.823619097701222,1,0,1.0,6710.75,6698.25,12.5,250.0,-10.0,14990.0
2018-02-07 17:35:00,6703.5,8.925453184724464,1,0,1.0,6703.5,6710.75,-7.25,-145.0,-155.0,14845.0
2018-02-07 17:50:00,6689.5,9.039061495237284,1,0,1.0,6689.5,6703.5,-14.0,-280.0,-435.0,14565.0
2018-02-07 17:59:00,6691.75,9.139180237030212,1,0,1.0,6691.75,6689.5,2.25,45.0,-390.0,14610.0
2018-02-07 18:11:00,6692.5,9.156117719210755,1,0,1.0,6692.5,6691.75,0.75,15.0,-375.0,14625.0
2018-02-07 18:24:00,6685.5,9.037625024844354,1,0,1.0,6685.5,6692.5,-7.0,-140.0,-515.0,14485.0
2018-02-07 18:35:00,6676.0,8.730953630419416,1,0,1.0,6676.0,6685.5,-9.5,-190.0,-705.0,14295.0
2018-02-07 18:46:00,6659.25,8.468974343357758,1,0,1.0,6659.25,6676.0,-16.75,-335.0,-1040.0,13960.0
2018-02-07 18:51:00,6660.75,8.070407254553423,1,0,1.0,6660.75,6659.25,1.5,30.0,-1010.0,13990.0
2018-02-07 19:01:00,6647.75,7.623980693225818,1,0,1.0,6647.75,6660.75,-13.0,-260.0,-1270.0,13730.0
2018-02-07 19:06:00,6640.75,6.919851681176958,1,0,1.0,6640.75,6647.75,-7.0,-140.0,-1410.0,13590.0
2018-02-07 19:13:00,6611.25,6.157747688119883,1,0,1.0,6611.25,6640.75,-29.5,-590.0,-2000.0,13000.0
2018-02-07 19:19:00,6602.5,5.702338987547493,1,0,1.0,6602.5,6611.25,-8.75,-175.0,-2175.0,12825.0
2018-02-07 19:28:00,6628.0,5.046920172272339,1,0,1.0,6628.0,6602.5,25.5,510.0,-1665.0,13335.0
2018-02-07 19:39:00,6608.25,4.788306040005796,0,0,1.0,6608.25,6628.0,-19.75,-395.0,-2060.0,12940.0
2018-02-07 19:49:00,6638.75,4.486467192775157,0,0,0.0,0.0,-30.5,30.5,610.0,-1450.0,13550.0
2018-02-07 20:03:00,6633.75,4.0353976674919805,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-07 20:18:00,6618.75,3.784064886934668,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-07 20:33:00,6633.75,3.6657880268918106,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-07 20:45:00,6644.0,3.3486875755947674,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-07 20:55:00,6625.75,2.777323761678409,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-07 21:10:00,6602.5,2.51908137605088,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-07 21:27:00,6628.25,2.4594983240984014,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-07 21:42:00,6644.0,2.417845531979551,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-07 21:51:00,6644.75,1.9650237877799805,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-07 21:58:00,6610.0,1.3753737761510685,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-07 22:07:00,6591.75,0.7040929440738208,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 00:14:00,6573.75,-0.05601259239451628,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 01:37:00,6526.25,-0.5758263061204238,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 02:43:00,6549.25,-1.2204689348400666,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 05:31:00,6533.0,-1.6684163588132415,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 09:04:00,6550.0,-1.7695472017084422,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 11:48:00,6580.5,-2.0627925156298588,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 13:33:00,6560.5,-2.228303002129651,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 14:19:00,6571.0,-2.211885220090428,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 14:50:00,6587.75,-2.11965383846267,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 15:27:00,6600.0,-2.0346817346840838,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 15:33:00,6599.75,-2.149878323851509,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 15:39:00,6582.5,-2.153232687199717,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 15:45:00,6591.0,-2.5114835990405098,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 15:51:00,6559.75,-2.827931445343048,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 15:58:00,6561.5,-2.913264151210159,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 16:04:00,6580.75,-3.2152377115828648,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 16:13:00,6560.75,-3.3772692304837837,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 16:24:00,6572.5,-3.5662710639248703,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 16:33:00,6568.25,-3.938496382814825,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 16:41:00,6551.5,-4.306199103064128,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 16:49:00,6549.5,-4.895985326821989,0,0,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 16:54:00,6518.25,-5.4576604781889975,0,-1,0.0,0.0,0.0,0.0,0.0,-1450.0,13550.0
2018-02-08 17:00:00,6492.75,-5.95942139568756,0,-1,-1.0,-6492.75,-6492.75,0.0,0.0,-1450.0,13550.0
2018-02-08 17:11:00,6495.5,-6.373820116440489,0,-1,-1.0,-6495.5,-6492.75,-2.75,-55.0,-1505.0,13495.0
2018-02-08 17:18:00,6502.25,-6.870210247771589,0,-1,-1.0,-6502.25,-6495.5,-6.75,-135.0,-1640.0,13360.0
2018-02-08 17:27:00,6480.0,-7.349298505828467,0,-1,-1.0,-6480.0,-6502.25,22.25,445.0,-1195.0,13805.0
2018-02-08 17:36:00,6462.0,-7.620657148150805,0,-1,-1.0,-6462.0,-6480.0,18.0,360.0,-835.0,14165.0
2018-02-08 17:46:00,6482.75,-7.892730851582457,0,-1,-1.0,-6482.75,-6462.0,-20.75,-415.0,-1250.0,13750.0
2018-02-08 17:57:00,6482.0,-7.956178958891974,0,-1,-1.0,-6482.0,-6482.75,0.75,15.0,-1235.0,13765.0
2018-02-08 18:12:00,6504.75,-8.188194194099989,0,-1,-1.0,-6504.75,-6482.0,-22.75,-455.0,-1690.0,13310.0
2018-02-08 18:23:00,6485.5,-8.622949041139192,0,-1,-1.0,-6485.5,-6504.75,19.25,385.0,-1305.0,13695.0
2018-02-08 18:30:00,6455.25,-8.986652169413055,0,-1,-1.0,-6455.25,-6485.5,30.25,605.0,-700.0,14300.0
2018-02-08 18:39:00,6460.5,-9.39333066283556,0,-1,-1.0,-6460.5,-6455.25,-5.25,-105.0,-805.0,14195.0
2018-02-08 18:46:00,6449.75,-9.788389846422543,0,-1,-1.0,-6449.75,-6460.5,10.75,215.0,-590.0,14410.0
2018-02-08 18:53:00,6431.75,-10.173712320828738,0,-1,-1.0,-6431.75,-6449.75,18.0,360.0,-230.0,14770.0
2018-02-08 18:58:00,6402.5,-10.528281808624433,0,-1,-1.0,-6402.5,-6431.75,29.25,585.0,355.0,15355.0
2018-02-08 19:05:00,6405.75,-10.765748758911304,0,-1,-1.0,-6405.75,-6402.5,-3.25,-65.0,290.0,15290.0
2018-02-08 19:12:00,6420.25,-10.835555640313268,0,-1,-1.0,-6420.25,-6405.75,-14.5,-290.0,0.0,15000.0
2018-02-08 19:22:00,6441.5,-10.804996096759405,0,-1,-1.0,-6441.5,-6420.25,-21.25,-425.0,-425.0,14575.0
2018-02-08 19:33:00,6456.25,-10.983402839210761,0,-1,-1.0,-6456.25,-6441.5,-14.75,-295.0,-720.0,14280.0
2018-02-08 19:42:00,6427.75,-10.84063866044086,0,-1,-1.0,-6427.75,-6456.25,28.5,570.0,-150.0,14850.0
2018-02-08 19:50:00,6468.0,-10.625820480638692,0,-1,-1.0,-6468.0,-6427.75,-40.25,-805.0,-955.0,14045.0
2018-02-08 20:00:00,6478.25,-10.482046241684852,0,-1,-1.0,-6478.25,-6468.0,-10.25,-205.0,-1160.0,13840.0
2018-02-08 20:12:00,6468.25,-10.331251696707039,0,-1,-1.0,-6468.25,-6478.25,10.0,200.0,-960.0,14040.0
2018-02-08 20:26:00,6471.0,-10.262529852883258,0,-1,-1.0,-6471.0,-6468.25,-2.75,-55.0,-1015.0,13985.0
2018-02-08 20:37:00,6455.5,-10.350858191361128,0,-1,-1.0,-6455.5,-6471.0,15.5,310.0,-705.0,14295.0
2018-02-08 20:50:00,6436.5,-10.471137235965804,0,-1,-1.0,-6436.5,-6455.5,19.0,380.0,-325.0,14675.0
2018-02-08 21:00:00,6432.75,-10.732167361304777,0,-1,-1.0,-6432.75,-6436.5,3.75,75.0,-250.0,14750.0
2018-02-08 21:12:00,6418.5,-11.05630877544815,0,-1,-1.0,-6418.5,-6432.75,14.25,285.0,35.0,15035.0
2018-02-08 21:23:00,6412.25,-11.262546045581896,0,-1,-1.0,-6412.25,-6418.5,6.25,125.0,160.0,15160.0
2018-02-08 21:34:00,6421.75,-11.656185134247451,0,-1,-1.0,-6421.75,-6412.25,-9.5,-190.0,-30.0,14970.0
2018-02-08 21:42:00,6393.25,-12.034934345332378,0,-1,-1.0,-6393.25,-6421.75,28.5,570.0,540.0,15540.0
2018-02-08 21:48:00,6365.75,-12.363096749003377,0,-1,-1.0,-6365.75,-6393.25,27.5,550.0,1090.0,16090.0
2018-02-08 21:54:00,6369.25,-12.728979869932974,0,-1,-1.0,-6369.25,-6365.75,-3.5,-70.0,1020.0,16020.0
2018-02-08 21:57:00,6356.75,-13.090856995326964,0,-1,-1.0,-6356.75,-6369.25,12.5,250.0,1270.0,16270.0
2018-02-08 21:59:00,6340.5,-13.438266182926334,0,-1,-1.0,-6340.5,-6356.75,16.25,325.0,1595.0,16595.0
2018-02-08 22:04:00,6302.25,-13.58113601540671,0,-1,-1.0,-6302.25,-6340.5,38.25,765.0,2360.0,17360.0
2018-02-08 22:14:00,6329.25,-13.86406992384418,0,-1,-1.0,-6329.25,-6302.25,-27.0,-540.0,1820.0,16820.0
2018-02-09 01:03:00,6324.75,-14.073496945583138,0,-1,-1.0,-6324.75,-6329.25,4.5,90.0,1910.0,16910.0
2018-02-09 02:20:00,6320.75,-13.995122634970357,0,-1,-1.0,-6320.75,-6324.75,4.0,80.0,1990.0,16990.0
2018-02-09 03:15:00,6358.0,-14.263856427603601,0,-1,-1.0,-6358.0,-6320.75,-37.25,-745.0,1245.0,16245.0
2018-02-09 04:54:00,6292.75,-14.144888073559931,0,-1,-1.0,-6292.75,-6358.0,65.25,1305.0,2550.0,17550.0
2018-02-09 07:42:00,6344.5,-14.117447663733348,0,-1,-1.0,-6344.5,-6292.75,-51.75,-1035.0,1515.0,16515.0
2018-02-09 09:17:00,6333.25,-13.952364577313281,0,-1,-1.0,-6333.25,-6344.5,11.25,225.0,1740.0,16740.0
2018-02-09 11:22:00,6355.25,-13.77277597733379,0,-1,-1.0,-6355.25,-6333.25,-22.0,-440.0,1300.0,16300.0
2018-02-09 12:40:00,6359.75,-13.79734738077337,0,-1,-1.0,-6359.75,-6355.25,-4.5,-90.0,1210.0,16210.0
2018-02-09 13:30:00,6332.0,-13.926248479381709,0,-1,-1.0,-6332.0,-6359.75,27.75,555.0,1765.0,16765.0
2018-02-09 14:03:00,6316.5,-13.896918439631413,0,-1,-1.0,-6316.5,-6332.0,15.5,310.0,2075.0,17075.0
2018-02-09 14:30:00,6338.25,-13.775792224559794,0,-1,-1.0,-6338.25,-6316.5,-21.75,-435.0,1640.0,16640.0
2018-02-09 14:55:00,6349.75,-13.437072094751684,0,-1,-1.0,-6349.75,-6338.25,-11.5,-230.0,1410.0,16410.0
2018-02-09 15:17:00,6372.25,-13.045792046473125,0,-1,-1.0,-6372.25,-6349.75,-22.5,-450.0,960.0,15960.0
2018-02-09 15:30:00,6379.0,-12.585695829434265,0,-1,-1.0,-6379.0,-6372.25,-6.75,-135.0,825.0,15825.0
2018-02-09 15:34:00,6385.25,-12.024689383081748,0,-1,-1.0,-6385.25,-6379.0,-6.25,-125.0,700.0,15700.0
2018-02-09 15:38:00,6400.5,-11.651433392323318,0,-1,-1.0,-6400.5,-6385.25,-15.25,-305.0,395.0,15395.0
2018-02-09 15:43:00,6383.25,-11.178460831697535,0,-1,-1.0,-6383.25,-6400.5,17.25,345.0,740.0,15740.0
2018-02-09 15:49:00,6388.0,-10.724488129645485,0,-1,-1.0,-6388.0,-6383.25,-4.75,-95.0,645.0,15645.0
2018-02-09 15:57:00,6389.75,-10.166451555769061,0,-1,-1.0,-6389.75,-6388.0,-1.75,-35.0,610.0,15610.0
2018-02-09 16:03:00,6408.0,-9.73504658164932,0,-1,-1.0,-6408.0,-6389.75,-18.25,-365.0,245.0,15245.0
2018-02-09 16:12:00,6397.25,-9.588789504615251,0,-1,-1.0,-6397.25,-6408.0,10.75,215.0,460.0,15460.0
2018-02-09 16:21:00,6367.0,-9.319018301751832,0,-1,-1.0,-6367.0,-6397.25,30.25,605.0,1065.0,16065.0
2018-02-09 16:30:00,6381.75,-9.06440198121633,0,-1,-1.0,-6381.75,-6367.0,-14.75,-295.0,770.0,15770.0
2018-02-09 16:39:00,6381.5,-9.046883077104013,0,-1,-1.0,-6381.5,-6381.75,0.25,5.0,775.0,15775.0
2018-02-09 16:45:00,6358.5,-9.400223344141478,0,-1,-1.0,-6358.5,-6381.5,23.0,460.0,1235.0,16235.0
2018-02-09 16:48:00,6320.75,-10.001915387243075,0,-1,-1.0,-6320.75,-6358.5,37.75,755.0,1990.0,16990.0
2018-02-09 16:52:00,6288.0,-10.151940723875033,0,-1,-1.0,-6288.0,-6320.75,32.75,655.0,2645.0,17645.0
2018-02-09 16:56:00,6328.5,-10.084693270132945,0,-1,-1.0,-6328.5,-6288.0,-40.5,-810.0,1835.0,16835.0
2018-02-09 17:02:00,6351.25,-10.07349508009791,0,-1,-1.0,-6351.25,-6328.5,-22.75,-455.0,1380.0,16380.0
2018-02-09 17:12:00,6345.25,-9.985574515700034,0,-1,-1.0,-6345.25,-6351.25,6.0,120.0,1500.0,16500.0
2018-02-09 17:21:00,6353.75,-10.096454813505995,0,-1,-1.0,-6353.75,-6345.25,-8.5,-170.0,1330.0,16330.0
2018-02-09 17:32:00,6333.0,-10.348930671664537,0,-1,-1.0,-6333.0,-6353.75,20.75,415.0,1745.0,16745.0
2018-02-09 17:48:00,6318.0,-10.596755885316865,0,-1,-1.0,-6318.0,-6333.0,15.0,300.0,2045.0,17045.0
2018-02-09 17:58:00,6318.75,-11.078580590442632,0,-1,-1.0,-6318.75,-6318.0,-0.75,-15.0,2030.0,17030.0
2018-02-09 18:06:00,6292.0,-11.580837792491508,0,-1,-1.0,-6292.0,-6318.75,26.75,535.0,2565.0,17565.0
2018-02-09 18:12:00,6262.0,-12.065501204617998,0,-1,-1.0,-6262.0,-6292.0,30.0,600.0,3165.0,18165.0
2018-02-09 18:18:00,6253.0,-12.535063846658115,0,-1,-1.0,-6253.0,-6262.0,9.0,180.0,3345.0,18345.0
2018-02-09 18:25:00,6238.75,-12.990635798305606,0,-1,-1.0,-6238.75,-6253.0,14.25,285.0,3630.0,18630.0
2018-02-09 18:32:00,6237.0,-13.434521803737319,0,-1,-1.0,-6237.0,-6238.75,1.75,35.0,3665.0,18665.0
2018-02-09 18:40:00,6229.25,-13.868416276973242,0,-1,-1.0,-6229.25,-6237.0,7.75,155.0,3820.0,18820.0
2018-02-09 18:45:00,6211.75,-14.29113451746921,0,-1,-1.0,-6211.75,-6229.25,17.5,350.0,4170.0,19170.0
2018-02-09 18:51:00,6185.75,-14.571462746073053,0,-1,-1.0,-6185.75,-6211.75,26.0,520.0,4690.0,19690.0
2018-02-09 18:57:00,6204.0,-14.525657477844991,0,-1,-1.0,-6204.0,-6185.75,-18.25,-365.0,4325.0,19325.0
2018-02-09 19:05:00,6244.25,-14.503855129393319,0,-1,-1.0,-6244.25,-6204.0,-40.25,-805.0,3520.0,18520.0
2018-02-09 19:15:00,6242.25,-14.737091756573122,0,-1,-1.0,-6242.25,-6244.25,2.0,40.0,3560.0,18560.0
2018-02-09 19:24:00,6203.75,-15.04299336662134,0,-1,-1.0,-6203.75,-6242.25,38.5,770.0,4330.0,19330.0
2018-02-09 19:33:00,6194.0,-15.384286182344393,0,-1,-1.0,-6194.0,-6203.75,9.75,195.0,4525.0,19525.0
2018-02-09 19:40:00,6188.25,-15.750644456552273,0,-1,-1.0,-6188.25,-6194.0,5.75,115.0,4640.0,19640.0
2018-02-09 19:47:00,6180.25,-15.785238586023345,0,-1,-1.0,-6180.25,-6188.25,8.0,160.0,4800.0,19800.0
2018-02-09 19:54:00,6216.5,-15.556626029434067,0,-1,-1.0,-6216.5,-6180.25,-36.25,-725.0,4075.0,19075.0
2018-02-09 19:59:00,6248.5,-15.360538864180215,0,-1,-1.0,-6248.5,-6216.5,-32.0,-640.0,3435.0,18435.0
2018-02-09 20:03:00,6248.0,-14.580095197422342,0,-1,-1.0,-6248.0,-6248.5,0.5,10.0,3445.0,18445.0
2018-02-09 20:08:00,6315.75,-13.906567015269603,0,-1,-1.0,-6315.75,-6248.0,-67.75,-1355.0,2090.0,17090.0
2018-02-09 20:12:00,6310.0,-13.218913392537026,0,-1,-1.0,-6310.0,-6315.75,5.75,115.0,2205.0,17205.0
2018-02-09 20:18:00,6316.0,-12.26327273241149,0,-1,-1.0,-6316.0,-6310.0,-6.0,-120.0,2085.0,17085.0
2018-02-09 20:24:00,6356.75,-11.264248979418838,0,-1,-1.0,-6356.75,-6316.0,-40.75,-815.0,1270.0,16270.0
2018-02-09 20:30:00,6377.25,-10.718624260309289,0,-1,-1.0,-6377.25,-6356.75,-20.5,-410.0,860.0,15860.0
2018-02-09 20:37:00,6319.75,-10.084092035984684,0,-1,-1.0,-6319.75,-6377.25,57.5,1150.0,2010.0,17010.0
2018-02-09 20:46:00,6337.25,-9.375849969088561,0,-1,-1.0,-6337.25,-6319.75,-17.5,-350.0,1660.0,16660.0
2018-02-09 20:57:00,6351.0,-8.732408603042467,0,-1,-1.0,-6351.0,-6337.25,-13.75,-275.0,1385.0,16385.0
2018-02-09 21:05:00,6350.0,-8.33468980089442,0,-1,-1.0,-6350.0,-6351.0,1.0,20.0,1405.0,16405.0
2018-02-09 21:12:00,6317.5,-7.9587895171429555,0,-1,-1.0,-6317.5,-6350.0,32.5,650.0,2055.0,17055.0
2018-02-09 21:20:00,6316.5,-7.2981839115509,0,-1,-1.0,-6316.5,-6317.5,1.0,20.0,2075.0,17075.0
2018-02-09 21:30:00,6355.5,-6.639028266100926,0,-1,-1.0,-6355.5,-6316.5,-39.0,-780.0,1295.0,16295.0
2018-02-09 21:38:00,6359.5,-5.8363080159968295,0,-1,-1.0,-6359.5,-6355.5,-4.0,-80.0,1215.0,16215.0
2018-02-09 21:44:00,6383.0,-4.968441473097412,0,0,-1.0,-6383.0,-6359.5,-23.5,-470.0,745.0,15745.0
2018-02-09 21:48:00,6406.25,-4.10401178697891,0,0,0.0,0.0,23.25,-23.25,-465.0,280.0,15280.0
2018-02-09 21:52:00,6436.25,-3.327915375226719,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-09 21:56:00,6431.0,-2.627115132276971,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-09 21:58:00,6426.75,-2.140641292861329,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-09 22:04:00,6399.25,-1.5354709959027213,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 00:27:00,6420.75,-0.9267359428221118,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 01:49:00,6426.75,-0.2808105391337321,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 03:17:00,6446.25,0.3052187623640732,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 08:20:00,6443.25,0.8754809131094952,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 10:03:00,6445.75,1.4410599063338747,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 12:35:00,6490.0,1.9721575642423748,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 14:17:00,6488.75,2.4908101841115053,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 15:03:00,6491.25,2.870983717624404,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 15:26:00,6474.25,3.190877644588001,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 15:32:00,6467.75,3.6124149613672327,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 15:39:00,6484.75,4.064535812721026,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 15:45:00,6494.25,4.4999427279342825,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 15:54:00,6507.75,4.765103721136391,0,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 16:05:00,6484.25,5.158615354001304,1,0,0.0,0.0,0.0,0.0,0.0,280.0,15280.0
2018-02-12 16:16:00,6505.25,5.264705550889321,1,0,1.0,6505.25,6505.25,0.0,0.0,280.0,15280.0
2018-02-12 16:24:00,6463.0,5.176979485722461,1,0,1.0,6463.0,6505.25,-42.25,-845.0,-565.0,14435.0
2018-02-12 16:33:00,6440.25,5.13228674957981,1,0,1.0,6440.25,6463.0,-22.75,-455.0,-1020.0,13980.0
